Bryant Park,0.009844671,0.38753366,0.005645321,0.09118585,0.44541654,0.060373977
The National Arts Club,0.18375438,0.13369337,4.6433004e-05,0.5030409,0.00027604168,0.17918882
Queen of Hearts,0.14627264,0.08331023,4.980135e-06,0.13855523,0.13757049,0.49428645
GemsNY,0.00010745269,0.107364565,2.8056362e-05,0.4340763,0.012038818,0.44638485
Ninth Avenue International Food Festival,0.00037352365,0.8911516,9.752868e-05,0.0010433395,0.0005797445,0.10675426
Canal Street Market,0.00022674009,0.90564066,5.9202812e-05,0.0006324029,0.09319007,0.00025093774
Showfields,0.15009622,0.3196188,5.7837256e-05,0.3236794,0.00034381737,0.20620392
CBS Building,0.0569747,0.00020861754,5.8049554e-05,0.42143145,0.000345101,0.5209821
Tom's Diner,0.085640855,0.53101903,1.0050365e-05,0.04040177,5.9746846e-05,0.34286854
City Hall Park Visitor Information Center,0.19258127,0.11007434,0.020923467,0.14212693,0.5090134,0.02528054
Samsung 837,0.00024366927,0.2828277,6.3623105e-05,0.43674508,0.00037830757,0.27974167
Asia Society and Museum,3.7100337e-05,0.11300529,0.007375368,0.8376154,0.014237392,0.027729474
Metropolitan Transportation Authority,0.7430567,4.5530163e-05,1.2669144e-05,0.01673596,0.020192515,0.21995665
Ladies Pavilion,0.07571471,0.012846413,5.0871255e-05,0.00054552255,0.8032657,0.10757681
Orpheum Theatre,0.00013904249,0.02301273,3.6304617e-05,0.10115578,0.00021582168,0.87544036
Mount Neboh Baptist Church,0.45250455,0.00016286586,4.5318768e-05,0.27425113,0.0002694062,0.2727667
American Express 11 Tears Memorial,0.10387928,0.00018456709,5.135734e-05,0.68083614,0.19574493,0.019303733
Pier 66 Maritime,0.022587076,0.5808564,0.0212852,0.01905488,0.15342449,0.20279199
Library Way,0.055498183,0.029059064,5.2168878e-05,0.5080246,0.40714484,0.00022112402
Foley Square,0.27069983,0.00014538084,4.0453426e-05,0.4111648,0.30449948,0.013450019
Christopher Park,0.25788406,0.06387133,3.359107e-05,0.2322753,0.38319314,0.06274258
Rose Theater,0.01892689,0.00015461976,0.04180568,0.051525425,0.0002557869,0.8873316
Orchard Street,0.31114587,0.45494017,4.025996e-05,0.23346373,0.00023933046,0.0001706463
Minetta Lane Theatre,9.784221e-05,0.04579365,2.5547037e-05,0.120560974,0.0231803,0.8103417
Frank Gehry Building,0.34872368,0.046626873,0.032736987,0.22032714,0.35076973,0.000815633
The Museum of Interesting Things,0.00011977221,0.1363259,3.1273044e-05,0.712632,0.0042279153,0.14666314
Victorian Gardens,0.017526966,3.652231e-05,1.0162635e-05,0.0081524085,0.2307032,0.74357074
Japan Society,0.00012162222,0.00011412455,0.049024764,0.7296197,0.128295,0.092824735
The Church of St. Ignatius Loyola,0.72724,0.00014377266,0.03686666,0.06741384,0.00023783524,0.16809787
59E59 Theaters,4.5065433e-05,0.028973587,1.176678e-05,0.11948379,6.995235e-05,0.8514159
Dave's New york,0.14611073,0.50469655,7.936489e-05,0.09358174,0.00047176806,0.25505987
William Tecumseh Sherman Monument,0.09994,0.00027228254,0.03867461,0.25864208,0.6021499,0.0003211374
Holland Tunnel,0.4570553,0.00018516192,0.014432322,0.17263578,0.09870422,0.2569872
East River Waterfront Esplanade,0.00022410779,0.06937774,0.01321795,0.023858631,0.83588845,0.05743313
Pier 45,0.00021739435,0.13343598,0.025883911,0.00060919765,0.6589536,0.18089992
Barrow Street Theatre,5.2941235e-05,0.05530346,1.3823188e-05,0.13058846,8.2175546e-05,0.8139592
David Zwirner Gallery,0.00020159666,0.0001891688,5.263779e-05,0.8686993,0.030823275,0.10003407
St. Peter's Church,0.67524105,0.00012056452,3.3548087e-05,0.21228904,0.11217358,0.00014219752
Riverside Drive,0.23429623,0.024193214,0.009081061,0.11918444,0.61309683,0.0001482376
Laura Pels Theater,0.04103198,0.00014181157,3.9460254e-05,0.116932005,0.00023457593,0.8416202
New York City Wine & Food Festival,0.02534055,0.45224625,3.7527803e-05,0.021159293,0.00022309534,0.50099325
Hispanic Society of America,0.16806117,0.021215921,0.013505102,0.70972794,0.04386184,0.043628052
Malcolm Shabazz Harlem Market,7.635136e-05,0.4806426,1.993567e-05,0.36225468,0.00011850946,0.15688792
Fifth Avenue Presbyterian Church,0.7966914,0.023616444,0.016703648,0.1294731,0.03331198,0.00020337834
St. Nicholas Park,0.065582015,0.00013360118,0.02463198,0.11503283,0.5859627,0.20865686
Fulton Fish Market,0.041113455,0.64653546,8.997791e-05,0.1238659,0.0005349151,0.18786032
Museum of American Finance,0.06957257,0.04613919,5.028696e-06,0.8308008,2.9894018e-05,0.053452533
Mt Olivet Baptist Church,0.31662795,0.00026726938,7.436993e-05,0.064035214,0.00044209132,0.6185531
The Jefferson Market Garden,0.04638715,0.1379874,0.006092377,0.23528726,0.55438507,0.019860746
Bowery,0.2853282,0.45946112,3.1280586e-05,0.16488622,0.068003505,0.022289634
The Pond,0.0001823081,0.04063969,4.760144e-05,0.017762493,0.94116616,0.00020176388
Society of Illustrators,0.0018476868,0.17809044,0.011461084,0.73282456,5.8203572e-05,0.07571802
United Palace,0.12627624,0.000103029226,2.866874e-05,0.06575857,0.00017042569,0.8076631
The National Jazz Museum in Harlem,0.053044043,0.024231872,0.020527225,0.5867833,0.00010870431,0.31530485
Hello Panda Festival,7.039404e-05,0.14798334,1.8380197e-05,0.15022755,0.039210588,0.6624898
Mother African Methodist Episcopal Zion Church,0.51320875,0.027474046,0.00017950356,0.14499944,0.0010670098,0.31307125
Tiffany Street Clock at 5th Ave.,0.7706087,0.0004816787,0.00013403114,0.0014411445,0.2267663,0.00056810456
Tudor City,0.45795757,0.03255598,3.031593e-05,0.14265916,0.36666843,0.00012849744
Titanic Memorial Park,0.0534612,0.15672296,3.5347442e-05,0.39322266,0.396408,0.00014982413
Gagosian Gallery,0.00012977165,0.10032709,3.388394e-05,0.75455505,0.041497357,0.103456825
The American Kennel Club Museum of the Dog,5.545081e-05,0.11765386,1.4478445e-05,0.640115,0.041518953,0.20064226
Church of Saint Mary the Virgin,0.721328,5.5345594e-05,1.5400372e-05,0.12284133,0.1159567,0.039803255
PlayStation Theater,0.034613118,0.031345133,1.0028782e-05,0.023373531,0.0056282775,0.90502995
Grand Bazaar NYC,0.046598423,0.6952868,2.1856054e-05,0.15247308,0.00012993279,0.10548992
